srcIP,srcPort,dstIP,dstPort,protocol,mean,var,max,min,flowSize
244.3.160.239,80,41.177.211.185,5512,TCP,652.0,403918.0,1420,40,5868
244.3.160.239,65048,30.222.71.108,80,TCP,166.0,109132.0,1040,40,1328
244.3.4.38,137,244.3.41.91,137,UDP,78.0,0.0,78,78,234
41.177.98.57,52410,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52410,UDP,214.0,0.0,214,214,214
41.177.98.57,52411,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52411,UDP,238.0,0.0,238,238,238
41.177.98.57,52412,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52412,UDP,214.0,0.0,214,214,214
41.177.98.57,52413,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52413,UDP,214.0,0.0,214,214,214
244.3.160.204,43159,244.3.160.89,2048,TCP,44.0,0.0,44,44,44
244.3.160.89,2048,244.3.160.204,43159,TCP,40.0,0.0,40,40,40
244.3.160.204,43160,244.3.160.89,80,TCP,41.0,3.0,44,40,164
244.3.160.89,80,244.3.160.204,43160,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,43161,244.3.160.89,443,TCP,50.4,355.84,88,40,252
244.3.160.89,443,244.3.160.204,43161,TCP,413.625,393834.484375,1500,40,3309
244.3.160.204,43162,244.3.160.89,2784,TCP,44.0,0.0,44,44,44
244.3.160.89,2784,244.3.160.204,43162,TCP,40.0,0.0,40,40,40
244.3.160.204,43163,244.3.160.89,2785,TCP,44.0,0.0,44,44,44
244.3.160.89,2785,244.3.160.204,43163,TCP,40.0,0.0,40,40,40
244.3.160.204,43164,244.3.160.89,4000,TCP,44.0,0.0,44,44,44
244.3.160.89,4000,244.3.160.204,43164,TCP,40.0,0.0,40,40,40
244.3.160.204,43165,244.3.160.254,4002,TCP,44.0,0.0,44,44,44
244.3.160.254,4002,244.3.160.204,43165,TCP,40.0,0.0,40,40,40
244.3.160.204,43166,244.3.160.254,2048,TCP,44.0,0.0,44,44,44
244.3.160.254,2048,244.3.160.204,43166,TCP,40.0,0.0,40,40,40
244.3.160.204,43167,244.3.160.254,443,TCP,41.0,3.0,44,40,164
244.3.160.254,443,244.3.160.204,43167,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,43168,244.3.160.254,80,TCP,41.0,3.0,44,40,164
244.3.160.254,80,244.3.160.204,43168,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,43169,244.3.160.254,2784,TCP,44.0,0.0,44,44,44
244.3.160.254,2784,244.3.160.204,43169,TCP,40.0,0.0,40,40,40
244.3.160.204,43170,244.3.160.254,2785,TCP,44.0,0.0,44,44,44
244.3.160.254,2785,244.3.160.204,43170,TCP,40.0,0.0,40,40,40
244.3.160.204,43171,244.3.160.239,443,TCP,41.0,3.0,44,40,164
244.3.160.239,443,244.3.160.204,43171,TCP,41.333333333333336,3.5555555555555554,44,40,124
244.3.160.204,43172,244.3.160.239,8080,TCP,44.0,0.0,44,44,44
244.3.160.239,8080,244.3.160.204,43172,TCP,40.0,0.0,40,40,40
244.3.160.204,43173,244.3.160.239,80,TCP,41.0,3.0,44,40,164
244.3.160.239,80,244.3.160.204,43173,TCP,41.333333333333336,3.5555555555555554,44,40,124
41.177.98.57,52414,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52414,UDP,214.0,0.0,214,214,214
41.177.98.57,52415,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52415,UDP,238.0,0.0,238,238,238
41.177.98.57,52416,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52416,UDP,214.0,0.0,214,214,214
41.177.98.57,52417,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52417,UDP,214.0,0.0,214,214,214
41.177.98.57,52418,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52418,UDP,214.0,0.0,214,214,214
41.177.98.57,52419,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52419,UDP,238.0,0.0,238,238,238
41.177.98.57,52420,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52420,UDP,214.0,0.0,214,214,214
41.177.98.57,52421,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52421,UDP,214.0,0.0,214,214,214
30.222.71.108,80,244.3.160.239,65048,TCP,836.7142857142857,480758.4897959183,1500,40,5857
77.197.128.194,41531,41.177.26.176,80,TCP,76.0,9806.222222222223,356,40,684
41.177.26.176,80,77.197.128.194,41531,TCP,860.8,369537.95999999996,1500,40,8608
41.177.3.117,445,244.3.153.177,1559,TCP,41.0,0.0,41,41,41
244.3.153.177,1559,41.177.3.117,445,TCP,40.0,0.0,40,40,40
41.177.98.57,52422,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52422,UDP,299.0,0.0,299,299,299
41.177.98.57,52423,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52423,UDP,275.0,0.0,275,275,275
41.177.98.57,52424,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52424,UDP,275.0,0.0,275,275,275
244.3.160.248,45502,41.177.26.141,2641,UDP,106.0,0.0,106,106,106
41.177.26.141,2641,244.3.160.248,45502,UDP,403.0,0.0,403,403,403
244.3.153.102,2991,41.177.24.241,443,TCP,213.88888888888889,125702.76543209878,1190,40,1925
41.177.24.241,443,244.3.153.102,2991,TCP,254.0,149177.77777777778,1190,40,2286
244.3.153.102,2993,41.177.24.241,443,TCP,44.0,16.0,48,40,88
244.3.153.102,2992,41.177.24.241,443,TCP,44.0,16.0,48,40,88
41.177.24.241,443,244.3.153.102,2993,TCP,48.0,0.0,48,48,48
41.177.24.241,443,244.3.153.102,2992,TCP,48.0,0.0,48,48,48
244.3.153.102,2994,41.177.24.241,443,TCP,44.0,16.0,48,40,88
41.177.24.241,443,244.3.153.102,2994,TCP,48.0,0.0,48,48,48
15.186.110.142,44636,41.177.26.176,80,TCP,100.0,19980.8,524,52,1000
41.177.26.176,80,15.186.110.142,44636,TCP,942.2,288226.56,1500,52,9422
77.197.217.20,7220,41.177.26.176,80,TCP,79.0,10039.0,344,40,632
41.177.26.176,80,77.197.217.20,7220,TCP,1085.0,331725.8,1500,40,10850
244.3.34.157,1612,244.3.41.84,21,TCP,44.666666666666664,22.000000000000004,53,40,402
244.3.41.84,21,244.3.34.157,1612,TCP,81.42857142857143,882.2448979591836,120,40,570
41.177.98.57,52425,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52425,UDP,289.0,0.0,289,289,289
41.177.98.57,52426,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52426,UDP,265.0,0.0,265,265,265
41.177.98.57,52427,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52427,UDP,265.0,0.0,265,265,265
41.177.98.57,52428,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52428,UDP,140.0,0.0,140,140,140
41.177.75.120,2724,41.177.98.220,7010,TCP,393.5,45097.0,576,40,3148
41.177.98.220,7010,41.177.75.120,2724,TCP,576.8571428571429,362448.69387755106,1420,40,4038
77.197.217.152,43846,41.177.26.176,80,TCP,74.88888888888889,9193.876543209877,346,40,674
41.177.26.176,80,77.197.217.152,43846,TCP,938.9,369863.69000000006,1500,40,9389
77.197.217.218,24011,41.177.26.176,80,TCP,73.44444444444444,8427.358024691355,333,40,661
41.177.26.176,80,77.197.217.218,24011,TCP,618.7,285536.41,1500,40,6187
41.177.98.57,52429,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52429,UDP,299.0,0.0,299,299,299
41.177.98.57,52430,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52430,UDP,275.0,0.0,275,275,275
41.177.98.57,52431,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52431,UDP,275.0,0.0,275,275,275
41.177.98.57,52432,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52432,UDP,299.0,0.0,299,299,299
41.177.98.57,52433,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52433,UDP,275.0,0.0,275,275,275
41.177.98.57,52434,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52434,UDP,275.0,0.0,275,275,275
244.3.153.102,2995,41.177.24.241,443,TCP,62.0,1609.6,142,40,310
244.3.153.102,2996,41.177.24.241,443,TCP,67.5,1860.75,142,40,270
244.3.153.102,2997,41.177.24.241,443,TCP,62.0,1609.6,142,40,310
41.177.24.241,443,244.3.153.102,2995,TCP,66.0,2313.6,162,40,330
244.3.153.102,2998,41.177.24.241,443,TCP,62.0,1609.6,142,40,310
41.177.24.241,443,244.3.153.102,2996,TCP,83.33333333333333,3104.888888888889,162,40,250
41.177.24.241,443,244.3.153.102,2997,TCP,83.33333333333333,3104.888888888889,162,40,250
41.177.24.241,443,244.3.153.102,2998,TCP,66.0,2313.6,162,40,330
77.197.210.159,43827,41.177.26.176,80,TCP,86.14285714285714,12054.979591836736,355,40,603
41.177.26.176,80,77.197.210.159,43827,TCP,838.3,380083.61,1500,40,8383
41.177.199.139,8144,244.3.160.239,80,TCP,183.16666666666666,100214.13888888892,891,40,1099
244.3.160.239,80,41.177.199.139,8144,TCP,373.5,291403.25,1500,40,2241
244.3.160.239,65049,40.248.176.156,80,TCP,191.42857142857142,135179.10204081636,1092,40,1340
41.177.98.57,52435,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52435,UDP,299.0,0.0,299,299,299
41.177.98.57,52436,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52436,UDP,275.0,0.0,275,275,275
41.177.98.57,52437,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52437,UDP,275.0,0.0,275,275,275
40.248.176.156,80,244.3.160.239,65049,TCP,440.0,326423.0,1420,40,2640
77.197.128.194,41619,41.177.26.176,80,TCP,74.66666666666667,9073.777777777777,344,40,672
41.177.26.176,80,77.197.128.194,41619,TCP,939.7,401418.41000000003,1500,40,9397
15.186.110.142,44674,41.177.26.176,80,TCP,99.8,19811.559999999998,522,52,998
41.177.26.176,80,15.186.110.142,44674,TCP,429.5,185059.65,1500,52,4295
68.157.168.194,41340,41.177.26.91,80,TCP,87.7,10912.010000000004,401,52,877
41.177.26.91,80,68.157.168.194,41340,TCP,1211.6,332705.44,1500,52,12116
41.177.98.57,52438,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52438,UDP,299.0,0.0,299,299,299
41.177.98.57,52439,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52439,UDP,275.0,0.0,275,275,275
41.177.98.57,52440,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52440,UDP,275.0,0.0,275,275,275
41.177.98.57,52441,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52441,UDP,289.0,0.0,289,289,289
41.177.98.57,52442,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52442,UDP,265.0,0.0,265,265,265
41.177.98.57,52443,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52443,UDP,265.0,0.0,265,265,265
77.197.128.31,27944,41.177.26.176,80,TCP,79.5,10305.75,348,40,636
41.177.26.176,80,77.197.128.31,27944,TCP,1005.4,322724.84,1500,40,10054
77.197.127.117,42800,41.177.26.176,80,TCP,80.22222222222223,12313.283950617286,394,40,722
41.177.26.176,80,77.197.127.117,42800,TCP,895.4,341898.24000000005,1500,40,8954
244.3.153.34,49457,244.3.153.91,137,UDP,78.0,0.0,78,78,702
145.95.81.118,123,41.177.3.108,123,UDP,76.0,0.0,76,76,76
41.177.3.108,123,145.95.81.118,123,UDP,76.0,0.0,76,76,76
41.177.98.57,52444,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52444,UDP,288.0,0.0,288,288,288
41.177.98.57,52445,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52445,UDP,266.0,0.0,266,266,266
41.177.98.57,52446,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52446,UDP,266.0,0.0,266,266,266
244.3.153.102,64430,244.3.202.202,53,UDP,89.0,0.0,89,89,89
41.177.98.57,52447,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.98.57,52447,UDP,297.0,0.0,297,297,297
41.177.98.57,52448,41.177.202.202,53,UDP,80.0,0.0,80,80,80
41.177.202.202,53,41.177.98.57,52448,UDP,274.0,0.0,274,274,274
41.177.98.57,52449,41.177.202.202,53,UDP,80.0,0.0,80,80,80
41.177.202.202,53,41.177.98.57,52449,UDP,274.0,0.0,274,274,274
15.128.184.13,32626,41.177.26.46,80,TCP,125.875,37036.609375,635,52,1007
41.177.26.46,80,15.128.184.13,32626,TCP,767.625,430870.984375,1420,52,6141
244.3.202.202,53,244.3.153.102,64430,UDP,149.0,0.0,149,149,149
15.186.110.142,44693,41.177.26.176,80,TCP,103.9,23424.890000000003,563,52,1039
41.177.26.176,80,15.186.110.142,44693,TCP,779.3,334205.81,1500,52,7793
244.3.160.248,52934,41.177.26.55,80,TCP,99.66666666666667,16867.222222222223,390,40,598
41.177.26.55,80,244.3.160.248,52934,TCP,133.6,33571.84,500,40,668
41.177.26.214,57355,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.26.214,57355,UDP,240.0,0.0,240,240,240
41.177.26.214,57356,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57356,UDP,129.0,0.0,129,129,129
41.177.26.214,57357,41.177.202.202,53,UDP,88.0,0.0,88,88,88
41.177.202.202,53,41.177.26.214,57357,UDP,146.0,0.0,146,146,146
41.177.26.214,57358,41.177.202.202,53,UDP,85.0,0.0,85,85,85
41.177.202.202,53,41.177.26.214,57358,UDP,138.0,0.0,138,138,138
41.177.26.214,57359,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.26.214,57359,UDP,216.0,0.0,216,216,216
194.66.204.47,1173,244.3.41.84,23,TCP,91.5,1560.25,131,52,183
41.177.98.57,52450,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52450,UDP,289.0,0.0,289,289,289
41.177.98.57,52451,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52451,UDP,265.0,0.0,265,265,265
41.177.98.57,52452,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52452,UDP,265.0,0.0,265,265,265
254.204.210.149,4292,244.3.160.239,80,TCP,271.0,190463.14285714287,1300,40,1897
244.3.160.239,80,254.204.210.149,4292,TCP,93.14285714285714,6677.551020408164,248,40,652
254.204.210.215,52490,41.177.98.176,80,TCP,207.2,94653.15999999999,849,52,2072
41.177.98.176,80,254.204.210.215,52490,TCP,1016.1,411213.69,1500,52,10161
244.3.160.239,65050,203.68.39.94,80,TCP,254.71428571428572,258596.20408163266,1500,40,1783
77.197.128.254,6077,41.177.26.176,80,TCP,76.11111111111111,9868.543209876547,357,40,685
41.177.26.176,80,77.197.128.254,6077,TCP,939.1,401644.49000000005,1500,40,9391
244.3.41.84,2632,244.3.31.67,1592,TCP,585.2,155788.36,1420,61,5852
244.3.31.67,1592,244.3.41.84,2632,TCP,395.3,91941.20999999999,1048,40,3953
41.177.98.31,123,244.157.13.98,123,UDP,76.0,0.0,76,76,76
244.157.13.98,123,41.177.98.31,123,UDP,76.0,0.0,76,76,76
41.177.98.57,52453,41.177.202.202,53,UDP,71.0,0.0,71,71,71
41.177.202.202,53,41.177.98.57,52453,UDP,297.0,0.0,297,297,297
41.177.98.57,52454,41.177.202.202,53,UDP,80.0,0.0,80,80,80
41.177.202.202,53,41.177.98.57,52454,UDP,274.0,0.0,274,274,274
41.177.26.91,8000,26.39.254.244,3502,TCP,40.0,0.0,40,40,40
41.177.98.57,52455,41.177.202.202,53,UDP,80.0,0.0,80,80,80
41.177.202.202,53,41.177.98.57,52455,UDP,274.0,0.0,274,274,274
77.197.217.20,7390,41.177.26.176,80,TCP,75.0,9254.222222222223,347,40,675
41.177.26.176,80,77.197.217.20,7390,TCP,860.8,381958.76,1500,40,8608
41.177.26.91,8000,26.39.254.244,3504,TCP,40.0,0.0,40,40,40
203.68.39.94,80,244.3.160.239,65050,TCP,122.4,25866.24,444,40,612
151.24.80.186,10284,41.177.26.176,80,TCP,174.75,42340.9375,538,52,1398
41.177.26.176,80,151.24.80.186,10284,TCP,714.7,328529.20999999996,1440,52,7147
41.177.26.194,57360,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.26.194,57360,UDP,226.0,0.0,226,226,226
41.177.98.57,52456,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52456,UDP,140.0,0.0,140,140,140
244.3.41.84,23,194.66.204.47,1173,TCP,856.6666666666666,341024.8888888889,1420,52,2570
68.157.168.224,61533,41.177.26.15,80,TCP,85.1,9343.689999999999,375,52,851
41.177.26.15,80,68.157.168.224,61533,TCP,1189.2,324300.95999999996,1500,52,11892
253.160.108.89,12003,253.37.253.43,12003,UDP,118.8,3900.9600000000005,243,78,1188
77.197.128.194,41704,41.177.26.176,80,TCP,85.0,11448.285714285714,347,40,595
41.177.26.176,80,77.197.128.194,41704,TCP,992.5,329278.65,1500,40,9925
41.177.98.57,52457,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52457,UDP,299.0,0.0,299,299,299
41.177.98.57,52458,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52458,UDP,275.0,0.0,275,275,275
41.177.98.57,52459,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52459,UDP,275.0,0.0,275,275,275
41.177.98.57,52460,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52460,UDP,214.0,0.0,214,214,214
244.3.153.204,137,41.177.230.130,137,UDP,96.0,0.0,96,96,768
77.197.217.152,44166,41.177.26.176,80,TCP,87.57142857142857,12835.38775510204,365,40,613
41.177.26.176,80,77.197.217.152,44166,TCP,887.3,377845.80999999994,1500,40,8873
77.197.210.159,43967,41.177.26.176,80,TCP,79.875,10508.109375,351,40,639
41.177.26.176,80,77.197.210.159,43967,TCP,692.2,310897.96,1500,40,6922
41.177.98.57,52461,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52461,UDP,238.0,0.0,238,238,238
41.177.98.57,52462,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52462,UDP,214.0,0.0,214,214,214
41.177.98.57,52463,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52463,UDP,214.0,0.0,214,214,214
244.3.41.252,55159,41.177.3.203,5666,TCP,190.88888888888889,117697.65432098767,1154,40,1718
41.177.3.203,5666,244.3.41.252,55159,TCP,246.57142857142858,142997.67346938775,1154,40,1726
41.177.98.57,52464,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52464,UDP,214.0,0.0,214,214,214
41.177.98.57,52465,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52465,UDP,238.0,0.0,238,238,238
41.177.98.57,52466,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52466,UDP,214.0,0.0,214,214,214
41.177.98.57,52467,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52467,UDP,214.0,0.0,214,214,214
41.177.98.57,52468,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52468,UDP,214.0,0.0,214,214,214
41.177.98.57,52469,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52469,UDP,238.0,0.0,238,238,238
41.177.98.57,52470,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52470,UDP,214.0,0.0,214,214,214
41.177.98.57,52471,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52471,UDP,214.0,0.0,214,214,214
41.177.98.57,52472,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52472,UDP,299.0,0.0,299,299,299
41.177.98.57,52473,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52473,UDP,275.0,0.0,275,275,275
41.177.98.57,52474,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52474,UDP,275.0,0.0,275,275,275
244.3.160.248,45513,41.177.26.91,2641,UDP,97.0,0.0,97,97,97
41.177.26.91,2641,244.3.160.248,45513,UDP,165.0,0.0,165,165,165
41.177.98.57,52475,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52475,UDP,299.0,0.0,299,299,299
41.177.98.57,52476,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52476,UDP,275.0,0.0,275,275,275
41.177.98.57,52477,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52477,UDP,275.0,0.0,275,275,275
244.3.93.210,1365,41.177.98.142,80,TCP,203.3,110332.01000000001,1010,40,2033
41.177.98.142,80,244.3.93.210,1365,TCP,1087.0,286615.4,1420,40,10870
77.197.127.117,44067,41.177.26.176,80,TCP,93.66666666666667,13563.22222222222,354,40,562
41.177.26.176,80,77.197.127.117,44067,TCP,591.4285714285714,373526.24489795923,1500,40,4140
41.177.98.57,52478,41.177.202.202,53,UDP,70.0,0.0,70,70,70
41.177.202.202,53,41.177.98.57,52478,UDP,288.0,0.0,288,288,288
41.177.98.57,52479,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52479,UDP,266.0,0.0,266,266,266
41.177.98.57,52480,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52480,UDP,266.0,0.0,266,266,266
41.177.3.203,37477,41.177.202.202,53,UDP,66.0,0.0,66,66,66
41.177.202.202,53,41.177.3.203,37477,UDP,206.0,0.0,206,206,206
77.197.217.20,7550,41.177.26.176,80,TCP,85.14285714285714,11523.265306122456,348,40,596
41.177.26.176,80,77.197.217.20,7550,TCP,941.5,391444.25,1500,40,9415
253.213.108.150,1832,253.37.253.43,23,TCP,55.0,326.4,89,40,550
41.177.98.57,52481,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52481,UDP,214.0,0.0,214,214,214
41.177.98.57,52482,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52482,UDP,140.0,0.0,140,140,140
41.177.98.57,52483,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52483,UDP,238.0,0.0,238,238,238
41.177.98.57,52484,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52484,UDP,214.0,0.0,214,214,214
41.177.98.57,52485,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52485,UDP,214.0,0.0,214,214,214
41.177.98.57,52486,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52486,UDP,214.0,0.0,214,214,214
41.177.98.57,52487,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52487,UDP,238.0,0.0,238,238,238
41.177.98.57,52488,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52488,UDP,214.0,0.0,214,214,214
41.177.98.57,52489,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52489,UDP,214.0,0.0,214,214,214
41.177.98.57,52490,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52490,UDP,214.0,0.0,214,214,214
41.177.98.57,52491,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52491,UDP,238.0,0.0,238,238,238
41.177.98.57,52492,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52492,UDP,214.0,0.0,214,214,214
41.177.98.57,52493,41.177.202.202,53,UDP,69.0,0.0,69,69,69
41.177.202.202,53,41.177.98.57,52493,UDP,214.0,0.0,214,214,214
253.37.253.43,23,253.213.108.150,1832,TCP,1019.0,45407.5,1327,748,4076
41.177.199.139,2620,244.3.160.239,80,TCP,172.5,155899.05,1357,40,1725
244.3.160.239,80,41.177.199.139,2620,TCP,820.4,322009.83999999997,1500,40,8204
244.3.160.239,65051,40.248.176.156,80,TCP,192.6,169064.04,1420,40,1926
41.177.199.139,15170,244.3.160.239,80,TCP,162.8,133766.56000000003,1260,40,1628
244.3.160.239,80,41.177.199.139,15170,TCP,1033.7,356722.80999999994,1500,40,10337
244.3.160.239,65052,40.248.176.156,80,TCP,182.9,170194.08999999994,1420,40,1829
253.213.108.56,1191,253.37.253.43,23,TCP,45.0,25.0,50,40,360
253.37.253.43,23,253.213.108.56,1191,TCP,1298.0,441.0,1319,1277,2596
77.197.128.194,41807,41.177.26.176,80,TCP,84.57142857142857,11224.816326530612,344,40,592
41.177.26.176,80,77.197.128.194,41807,TCP,1019.4,305661.04,1500,40,10194
151.43.219.121,4932,244.3.160.239,80,TCP,124.2,19721.76,405,52,621
244.3.160.239,80,151.43.219.121,4932,TCP,209.2,95132.15999999999,826,52,1046
40.248.176.156,80,244.3.160.239,65051,TCP,1006.8,398384.16000000003,1420,40,10068
40.248.176.156,80,244.3.160.239,65052,TCP,898.9,413997.2899999999,1420,40,8989
244.3.210.254,50778,145.95.177.71,3283,TCP,56.0,48.0,60,44,224
244.3.210.254,50779,145.95.177.71,3283,TCP,56.0,48.0,60,44,224
41.177.98.57,52494,41.177.202.202,53,UDP,72.0,0.0,72,72,72
41.177.202.202,53,41.177.98.57,52494,UDP,299.0,0.0,299,299,299
41.177.98.57,52495,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52495,UDP,275.0,0.0,275,275,275
41.177.98.57,52496,41.177.202.202,53,UDP,81.0,0.0,81,81,81
41.177.202.202,53,41.177.98.57,52496,UDP,275.0,0.0,275,275,275
244.3.160.204,43493,244.3.160.89,4001,TCP,44.0,0.0,44,44,44
244.3.160.89,4001,244.3.160.204,43493,TCP,40.0,0.0,40,40,40
