srcIP,srcPort,dstIP,dstPort,protocol,flowSize,pkt-size-0,pkt-size-1,pkt-size-2,pkt-size-3,pkt-size-4,pkt-size-5,pkt-size-6,pkt-size-7,pkt-size-8,pkt-size-9
244.3.210.197,80,122.106.160.201,8101,TCP,104,52,52,0,0,0,0,0,0,0,0
244.3.210.230,52420,244.3.202.202,53,UDP,180,68,55,57,0,0,0,0,0,0,0
41.177.3.224,51255,41.177.117.184,1605,TCP,8804,349,40,349,40,920,1420,158,370,718,363
41.177.117.184,1605,41.177.3.224,51255,TCP,9527,430,430,920,1420,442,237,985,494,237,62
41.177.3.224,51281,41.177.117.184,1605,TCP,8802,349,40,349,40,919,1420,158,370,718,363
41.177.117.184,1605,41.177.3.224,51281,TCP,9528,430,430,920,1420,442,237,986,494,237,62
244.3.210.230,63780,244.3.202.202,53,UDP,56,56,0,0,0,0,0,0,0,0,0
41.177.106.209,1985,210.218.218.164,1985,UDP,2000,48,48,44,44,48,48,48,48,48,48
241.91.41.247,25,244.3.210.255,3629,TCP,971,48,77,40,170,40,54,40,54,77,40
145.95.225.186,1985,210.218.218.164,1985,UDP,912,48,48,48,48,48,48,48,48,48,48
41.177.3.224,51349,41.177.117.184,1618,TCP,8804,349,40,349,40,920,1420,158,370,718,363
41.177.117.184,1618,41.177.3.224,51349,TCP,9529,430,430,920,1420,442,237,987,494,237,62
244.3.153.197,50753,41.177.230.130,137,UDP,2028,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54990,41.177.230.130,137,UDP,2028,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54690,41.177.230.130,137,UDP,2496,96,96,96,96,96,96,96,96,96,96
244.3.153.197,54969,41.177.230.130,137,UDP,2028,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54010,41.177.230.130,137,UDP,2028,78,78,78,78,78,78,78,78,78,78
244.3.153.197,64846,41.177.230.130,137,UDP,2028,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54783,41.177.230.130,137,UDP,2496,96,96,96,96,96,96,96,96,96,96
244.3.153.197,55005,41.177.230.130,137,UDP,2028,78,78,78,78,78,78,78,78,78,78
244.3.153.197,54687,41.177.230.130,137,UDP,2496,96,96,96,96,96,96,96,96,96,96
244.3.153.204,3601,244.3.176.224,445,TCP,981,48,40,177,280,396,40,0,0,0,0
244.3.176.224,445,244.3.153.204,3601,TCP,978,48,237,534,79,40,40,0,0,0,0
244.3.210.197,80,203.117.22.201,22122,TCP,40,40,0,0,0,0,0,0,0,0,0
244.3.210.197,80,203.117.22.201,22177,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.98.31,123,244.157.13.98,123,UDP,76,76,0,0,0,0,0,0,0,0,0
244.157.13.98,123,41.177.98.31,123,UDP,76,76,0,0,0,0,0,0,0,0,0
41.177.155.186,1985,210.218.218.164,1985,UDP,2736,48,48,48,48,48,48,48,48,48,48
244.3.160.248,54096,41.177.26.55,80,TCP,800,48,40,392,40,40,40,40,40,40,40
41.177.26.55,80,244.3.160.248,54096,TCP,11114,48,40,257,1500,1500,1500,1500,1500,932,1500
77.197.16.31,25,244.3.210.255,3633,TCP,1048,48,140,220,61,64,40,40,40,40,40
41.177.3.224,40052,41.177.117.184,1610,TCP,7128,349,458,435,113,318,69,40,349,458,435
41.177.117.184,1610,41.177.3.224,40052,TCP,6372,429,305,237,62,348,212,429,305,237,62
41.177.26.214,58318,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58318,UDP,240,240,0,0,0,0,0,0,0,0,0
41.177.26.214,58319,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58319,UDP,129,129,0,0,0,0,0,0,0,0,0
41.177.26.214,58320,41.177.202.202,53,UDP,88,88,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58320,UDP,146,146,0,0,0,0,0,0,0,0,0
41.177.26.214,58321,41.177.202.202,53,UDP,85,85,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58321,UDP,138,138,0,0,0,0,0,0,0,0,0
41.177.26.214,58322,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58322,UDP,216,216,0,0,0,0,0,0,0,0,0
244.3.164.164,1985,210.218.218.164,1985,UDP,1000,48,48,48,48,48,48,48,48,48,44
77.197.210.198,63371,41.177.26.176,80,TCP,722,48,40,394,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.198,63371,TCP,11868,48,40,1500,1010,1500,207,1500,754,1500,413
244.3.210.230,55724,244.3.202.202,53,UDP,53,53,0,0,0,0,0,0,0,0,0
41.177.3.224,51334,41.177.117.184,1618,TCP,8806,349,40,349,40,921,1420,158,370,718,363
41.177.117.184,1618,41.177.3.224,51334,TCP,9528,430,430,920,1420,442,237,986,494,237,62
41.177.202.199,1985,210.218.218.164,1985,UDP,1048,48,48,44,48,48,48,48,48,48,48
244.3.210.230,52364,244.3.202.202,53,UDP,56,56,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,52364,UDP,529,529,0,0,0,0,0,0,0,0,0
48.159.130.156,25,244.3.210.255,3442,TCP,3349,137,40,227,40,87,40,91,90,40,40
244.3.210.255,3442,48.159.130.156,25,TCP,51524,64,85,73,46,1500,1500,1500,1500,1500,1500
244.3.210.255,3646,128.3.204.204,25,TCP,13054,48,40,64,74,69,46,1420,1420,1420,1420
244.3.251.51,1985,210.218.218.164,1985,UDP,1000,48,48,48,48,48,48,44,48,48,48
41.177.26.55,80,244.3.160.248,54084,TCP,80,40,40,0,0,0,0,0,0,0,0
244.3.160.248,54084,41.177.26.55,80,TCP,80,40,40,0,0,0,0,0,0,0,0
77.197.210.202,28521,41.177.26.176,80,TCP,685,48,40,357,40,40,40,40,40,40,0
41.177.26.176,80,77.197.210.202,28521,TCP,11587,48,40,1500,1010,1500,45,1500,754,1500,527
244.3.202.202,53,244.3.210.230,55724,UDP,350,350,0,0,0,0,0,0,0,0,0
244.3.210.255,3649,48.142.188.194,25,TCP,13050,48,40,64,85,64,46,1500,1500,1500,1500
106.167.33.100,12893,244.3.31.168,445,TCP,48,48,0,0,0,0,0,0,0,0,0
145.77.84.213,41305,244.3.210.197,80,TCP,533,60,52,205,112,52,52,0,0,0,0
244.3.210.197,80,145.77.84.213,41305,TCP,738,64,52,52,466,52,52,0,0,0,0
128.3.204.204,25,244.3.210.255,3646,TCP,921,48,75,40,99,40,48,40,48,72,40
41.177.26.176,59235,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59235,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59236,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59236,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59237,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59237,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.3.224,51373,41.177.117.184,1618,TCP,9416,349,458,435,113,318,69,572,40,349,458
41.177.117.184,1618,41.177.3.224,51373,TCP,8952,430,305,237,62,332,212,660,430,305,237
48.142.188.194,25,244.3.210.255,3649,TCP,1173,48,121,241,87,82,90,40,40,40,40
41.177.31.164,1985,210.218.218.164,1985,UDP,2000,48,48,44,44,48,48,48,48,48,48
244.3.210.230,63707,244.3.202.202,53,UDP,110,57,53,0,0,0,0,0,0,0,0
41.177.26.176,59238,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59238,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59239,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59239,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59240,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59240,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.143.186,1985,210.218.218.164,1985,UDP,3648,48,48,48,48,48,48,48,48,48,48
41.177.98.192,1985,210.218.218.164,1985,UDP,1824,48,48,48,48,48,48,48,48,48,48
244.3.210.230,52955,244.3.202.202,53,UDP,65,65,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,63780,UDP,195,195,0,0,0,0,0,0,0,0,0
244.3.210.230,51823,244.3.202.202,53,UDP,68,68,0,0,0,0,0,0,0,0,0
77.197.210.48,41416,41.177.26.176,80,TCP,645,48,40,357,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.48,41416,TCP,11609,48,40,1500,1010,1500,45,1500,754,1500,542
41.177.117.41,1985,210.218.218.164,1985,UDP,3144,48,48,48,48,48,48,48,48,48,48
244.3.202.202,53,244.3.210.230,52420,UDP,870,130,233,507,0,0,0,0,0,0,0
244.3.210.255,3659,254.47.4.34,25,TCP,13095,48,40,64,85,79,46,1500,1500,1500,1500
41.177.46.192,1985,210.218.218.164,1985,UDP,1824,48,48,48,48,48,48,48,48,48,48
40.193.220.98,8482,41.177.241.46,4500,UDP,1963,152,104,368,104,29,29,176,152,104,104
244.3.153.13,1251,41.177.202.249,445,TCP,266,93,40,93,40,0,0,0,0,0,0
41.177.202.249,445,244.3.153.13,1251,TCP,186,93,93,0,0,0,0,0,0,0,0
41.177.241.46,4500,40.193.220.98,8482,UDP,2292,152,480,576,104,152,128,104,480,116,0
41.177.124.47,3446,244.3.160.239,80,TCP,1330,48,40,1002,40,40,40,40,40,40,0
244.3.160.239,80,41.177.124.47,3446,TCP,14242,48,40,388,1500,1500,1500,1500,1500,1500,1500
244.3.160.239,33089,197.154.128.43,80,TCP,1507,48,40,1099,40,40,40,40,40,40,40
77.139.113.224,2348,41.177.241.46,443,UDP,630,89,89,89,89,153,121,0,0,0,0
197.154.128.43,80,244.3.160.239,33089,TCP,14226,48,40,412,1500,1500,1500,1500,1500,1500,1500
40.193.220.98,7746,41.177.241.46,4500,UDP,1894,29,176,29,160,160,160,104,160,160,160
244.3.210.230,52429,244.3.202.202,53,UDP,54,54,0,0,0,0,0,0,0,0,0
77.197.210.181,11963,41.177.26.176,80,TCP,632,48,40,344,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.181,11963,TCP,11506,48,40,1500,1010,1500,1500,752,1500,1500,1434
244.3.210.230,56215,244.3.202.202,53,UDP,56,56,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,56215,UDP,247,247,0,0,0,0,0,0,0,0,0
244.3.210.255,3665,168.46.71.113,25,TCP,51578,48,40,64,74,70,46,1500,1500,1500,1500
41.177.18.41,1985,210.218.218.164,1985,UDP,1000,48,44,48,48,48,48,48,48,48,48
41.177.230.164,1985,210.218.218.164,1985,UDP,4000,48,48,48,48,48,48,48,48,48,48
41.177.161.164,1985,210.218.218.164,1985,UDP,3000,48,48,48,48,48,48,48,48,48,48
244.3.210.230,65000,244.3.202.202,53,UDP,55,55,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,65000,UDP,236,236,0,0,0,0,0,0,0,0,0
77.197.127.51,40053,41.177.26.176,80,TCP,685,48,40,357,40,40,40,40,40,40,0
41.177.26.176,80,77.197.127.51,40053,TCP,11761,48,40,1500,1010,1500,45,1500,754,1500,428
244.3.210.230,63842,244.3.202.202,53,UDP,60,60,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,52429,UDP,220,220,0,0,0,0,0,0,0,0,0
244.3.210.230,60534,244.3.202.202,53,UDP,122,61,61,0,0,0,0,0,0,0,0
244.3.31.164,1985,210.218.218.164,1985,UDP,2000,48,48,48,48,48,48,48,48,48,48
77.197.210.123,61738,41.177.26.176,80,TCP,745,48,40,377,40,40,40,40,40,40,40
41.177.26.176,80,77.197.210.123,61738,TCP,10038,48,40,1500,83,705,283,131,283,286,563
41.177.26.176,59241,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59241,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59242,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59242,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59243,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59243,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,52955,UDP,171,171,0,0,0,0,0,0,0,0,0
244.3.210.255,3670,15.224.186.164,25,TCP,13089,48,40,64,85,77,46,1500,1500,1500,1500
41.177.124.47,12065,244.3.160.239,80,TCP,1330,48,40,1002,40,40,40,40,40,40,0
244.3.160.239,80,41.177.124.47,12065,TCP,17605,48,40,388,1500,1500,1500,1500,1500,1500,1500
244.3.160.239,33090,197.154.128.43,80,TCP,1547,48,40,1099,40,40,40,40,40,40,40
253.254.77.24,3601,253.37.253.43,23,TCP,530,50,50,40,40,85,85,50,50,40,40
197.154.128.43,80,244.3.160.239,33090,TCP,17589,48,40,412,1500,1500,1500,1500,1500,1500,1500
77.197.210.56,51380,41.177.26.176,80,TCP,640,48,40,392,40,40,40,40,0,0,0
41.177.26.176,80,77.197.210.56,51380,TCP,12293,48,40,1500,1010,1500,1500,1152,1500,405,1500
253.37.253.43,23,253.254.77.24,3601,TCP,2507,969,778,760,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,63842,UDP,160,160,0,0,0,0,0,0,0,0,0
244.3.210.255,3672,186.123.100.13,25,TCP,13062,48,40,64,85,68,46,1500,1500,1500,1500
244.3.153.204,3606,244.3.176.224,445,TCP,981,48,40,177,280,396,40,0,0,0,0
244.3.176.224,445,244.3.153.204,3606,TCP,978,48,237,534,79,40,40,0,0,0,0
254.47.4.34,25,244.3.210.255,3659,TCP,1101,48,69,40,143,40,48,40,48,54,40
244.3.47.41,1985,210.218.218.164,1985,UDP,2096,48,48,48,48,48,48,48,48,48,48
244.3.202.202,53,244.3.210.230,60534,UDP,736,196,540,0,0,0,0,0,0,0,0
244.3.210.230,59187,244.3.202.202,53,UDP,61,61,0,0,0,0,0,0,0,0,0
15.224.186.164,25,244.3.210.255,3670,TCP,1179,48,210,40,178,48,40,54,40,96,40
41.177.26.176,59244,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59244,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59245,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59245,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59246,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59246,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.210.230,53392,244.3.202.202,53,UDP,133,58,75,0,0,0,0,0,0,0,0
41.177.26.176,59247,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59247,UDP,290,290,0,0,0,0,0,0,0,0,0
41.177.26.176,59248,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59248,UDP,267,267,0,0,0,0,0,0,0,0,0
41.177.26.176,59249,41.177.202.202,53,UDP,73,73,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59249,UDP,267,267,0,0,0,0,0,0,0,0,0
186.123.100.13,25,244.3.210.255,3672,TCP,1209,48,67,40,108,40,78,40,77,40,54
168.46.71.113,25,244.3.210.255,3665,TCP,2787,48,109,40,155,40,64,62,82,40,40
77.197.210.80,44207,41.177.26.176,80,TCP,631,48,40,343,40,40,40,40,40,0,0
41.177.26.176,80,77.197.210.80,44207,TCP,12247,48,40,824,1500,1500,228,1500,744,1500,1141
68.157.168.224,60477,41.177.26.15,80,TCP,481,325,52,52,52,0,0,0,0,0,0
41.177.26.15,80,68.157.168.224,60477,TCP,410,52,254,52,52,0,0,0,0,0,0
244.3.210.230,52365,244.3.202.202,53,UDP,62,62,0,0,0,0,0,0,0,0,0
41.177.26.176,59250,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59250,UDP,262,262,0,0,0,0,0,0,0,0,0
41.177.26.176,59251,41.177.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59251,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59252,41.177.202.202,53,UDP,79,79,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59252,UDP,238,238,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,53392,UDP,855,318,537,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,52365,UDP,232,232,0,0,0,0,0,0,0,0,0
244.3.210.255,3679,241.67.208.164,25,TCP,13086,48,40,64,85,76,46,1420,1420,1420,1420
244.3.210.230,53745,244.3.202.202,53,UDP,67,67,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,59187,UDP,196,196,0,0,0,0,0,0,0,0,0
41.177.26.176,59253,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59253,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59254,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.3.224,51186,41.177.117.184,1606,TCP,4279,349,40,349,40,349,40,349,40,349,40
41.177.202.202,53,41.177.26.176,59254,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.210.255,3680,241.153.75.13,25,TCP,25867,48,40,64,74,67,46,1500,1500,1500,1500
41.177.117.184,1606,41.177.3.224,51186,TCP,4719,429,429,429,429,429,429,429,429,429,429
41.177.26.176,59255,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59255,UDP,275,275,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,53745,UDP,157,157,0,0,0,0,0,0,0,0,0
244.3.210.230,51872,244.3.202.202,53,UDP,67,67,0,0,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,51872,UDP,157,157,0,0,0,0,0,0,0,0,0
244.3.210.255,3682,244.108.67.64,25,TCP,13098,48,40,64,85,80,46,1420,1420,1420,1420
41.177.26.176,59256,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59256,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59257,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59257,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.3.192,1985,210.218.218.164,1985,UDP,1824,48,48,48,48,48,48,48,48,48,48
41.177.26.176,59258,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59258,UDP,275,275,0,0,0,0,0,0,0,0,0
244.108.67.64,25,244.3.210.255,3682,TCP,1206,44,87,40,192,78,40,89,40,86,40
244.3.210.90,548,41.177.244.177,49192,TCP,660,68,70,52,52,70,52,70,52,70,52
244.3.210.90,548,41.177.244.142,49225,TCP,660,68,70,52,52,70,52,70,52,52,70
41.177.244.177,49192,244.3.210.90,548,TCP,668,52,52,68,68,52,68,52,68,52,68
41.177.244.142,49225,244.3.210.90,548,TCP,668,52,52,68,68,52,68,52,68,68,52
241.67.208.164,25,244.3.210.255,3679,TCP,1305,48,74,40,102,40,78,40,85,40,54
241.153.75.13,25,244.3.210.255,3680,TCP,1382,44,69,40,141,40,79,77,90,40,40
41.177.31.186,1985,210.218.218.164,1985,UDP,1824,48,48,48,48,48,48,48,48,48,48
77.197.254.85,60118,244.3.210.197,80,TCP,616,48,40,448,40,40,0,0,0,0,0
244.3.210.197,80,77.197.254.85,60118,TCP,1953,48,1500,405,0,0,0,0,0,0,0
41.177.26.176,59259,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59259,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59260,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59260,UDP,299,299,0,0,0,0,0,0,0,0,0
41.177.26.176,59261,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59261,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.26.176,59262,41.177.202.202,53,UDP,81,81,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59262,UDP,275,275,0,0,0,0,0,0,0,0,0
41.177.24.188,1985,210.218.218.164,1985,UDP,3000,48,48,48,44,44,44,48,48,48,48
253.37.253.43,23,253.142.253.4,2226,TCP,128,48,40,40,0,0,0,0,0,0,0
244.3.202.202,53,244.3.210.230,63707,UDP,1046,509,537,0,0,0,0,0,0,0,0
244.3.210.255,3687,241.57.116.43,25,TCP,13069,48,40,64,74,74,46,1500,1500,1500,1500
253.37.253.43,23,253.75.165.224,2309,TCP,128,48,40,40,0,0,0,0,0,0,0
253.142.253.4,2226,253.37.253.43,23,TCP,160,40,40,40,40,0,0,0,0,0,0
253.37.253.43,23,253.213.108.254,1711,TCP,128,48,40,40,0,0,0,0,0,0,0
253.75.165.224,2309,253.37.253.43,23,TCP,160,40,40,40,40,0,0,0,0,0,0
253.37.253.43,23,253.75.165.41,4009,TCP,128,48,40,40,0,0,0,0,0,0,0
253.213.108.254,1711,253.37.253.43,23,TCP,160,40,40,40,40,0,0,0,0,0,0
253.75.165.41,4009,253.37.253.43,23,TCP,160,40,40,40,40,0,0,0,0,0,0
253.75.165.224,2542,253.37.253.43,23,TCP,640,48,48,40,40,43,43,59,59,50,50
253.37.253.43,23,253.75.165.224,2542,TCP,551,44,43,47,68,50,299,0,0,0,0
253.142.253.4,2744,253.37.253.43,23,TCP,1424,48,48,40,40,43,43,59,59,50,50
253.37.253.43,23,253.142.253.4,2744,TCP,3707,44,43,47,68,50,299,48,512,1412,49
41.177.98.176,80,41.177.176.67,2798,TCP,40,40,0,0,0,0,0,0,0,0,0
41.177.176.67,2798,41.177.98.176,80,TCP,80,40,40,0,0,0,0,0,0,0,0
253.75.165.41,4584,253.37.253.43,23,TCP,640,48,48,40,40,43,43,59,59,50,50
253.37.253.43,23,253.75.165.41,4584,TCP,551,44,43,47,68,50,299,0,0,0,0
41.177.26.176,59263,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59263,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.210.254,3283,41.177.244.185,3283,UDP,188,94,94,0,0,0,0,0,0,0,0
41.177.26.192,1985,210.218.218.164,1985,UDP,1824,48,48,48,48,48,48,48,48,48,48
41.177.244.185,3283,244.3.210.254,3283,UDP,188,94,94,0,0,0,0,0,0,0,0
41.177.26.176,59264,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59264,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59265,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59265,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.160.248,54097,41.177.26.55,80,TCP,788,48,40,380,40,40,40,40,40,40,40
41.177.26.55,80,244.3.160.248,54097,TCP,10925,48,40,257,1500,1500,1500,1500,1500,932,1500
41.177.204.57,1985,210.218.218.164,1985,UDP,1000,48,48,44,48,48,48,48,48,48,48
244.3.153.142,51016,41.177.24.241,5222,TCP,4073,397,221,237,40,429,221,40,40,40,237
41.177.26.176,59266,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59266,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.214,58323,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58323,UDP,240,240,0,0,0,0,0,0,0,0,0
41.177.26.214,58324,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58324,UDP,129,129,0,0,0,0,0,0,0,0,0
41.177.26.214,58325,41.177.202.202,53,UDP,88,88,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58325,UDP,146,146,0,0,0,0,0,0,0,0,0
41.177.26.214,58326,41.177.202.202,53,UDP,85,85,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58326,UDP,138,138,0,0,0,0,0,0,0,0,0
41.177.26.214,58327,41.177.202.202,53,UDP,71,71,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.214,58327,UDP,216,216,0,0,0,0,0,0,0,0,0
41.177.3.224,51236,41.177.117.184,1613,TCP,8440,349,40,349,40,349,40,349,40,349,40
41.177.117.184,1613,41.177.3.224,51236,TCP,9023,429,429,429,429,429,429,429,429,429,429
244.3.210.230,59699,244.3.202.202,53,UDP,59,59,0,0,0,0,0,0,0,0,0
241.57.116.43,25,244.3.210.255,3687,TCP,1184,48,207,40,107,48,40,48,40,53,40
41.177.26.176,59267,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59267,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59268,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59268,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59269,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59269,UDP,214,214,0,0,0,0,0,0,0,0,0
244.3.210.230,53868,244.3.202.202,53,UDP,58,58,0,0,0,0,0,0,0,0,0
41.177.26.176,59270,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59270,UDP,214,214,0,0,0,0,0,0,0,0,0
77.197.13.56,3797,41.177.26.176,80,TCP,1026,48,40,418,40,40,40,40,40,40,40
41.177.26.176,80,77.197.13.56,3797,TCP,54802,48,40,1500,1500,1500,1500,1500,1500,1500,1500
41.177.26.176,59271,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59271,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59272,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59272,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59273,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59273,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59274,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59274,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59275,41.177.202.202,53,UDP,72,72,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59275,UDP,238,238,0,0,0,0,0,0,0,0,0
41.177.26.176,59276,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
41.177.202.202,53,41.177.26.176,59276,UDP,214,214,0,0,0,0,0,0,0,0,0
41.177.26.176,59277,41.177.202.202,53,UDP,69,69,0,0,0,0,0,0,0,0,0
